mode,participant,held_out_participant,target,modality,classifier,feature_count_request,fold,tn,fp,fn,tp
individual,P04,P04,arousal,eeg,svm,all,5,3,5,4,8
individual,P05,P05,arousal,eeg,svm,all,1,5,4,6,8
individual,P05,P05,arousal,eeg,svm,all,2,0,9,2,12
individual,P05,P05,arousal,eeg,svm,all,3,0,9,0,14
individual,P05,P05,arousal,eeg,svm,all,4,0,9,0,14
individual,P05,P05,arousal,eeg,svm,all,5,3,6,5,9
individual,P06,P06,arousal,eeg,svm,all,1,7,3,5,8
individual,P06,P06,arousal,eeg,svm,all,2,3,7,6,7
individual,P06,P06,arousal,eeg,svm,all,3,3,7,3,10
individual,P06,P06,arousal,eeg,svm,all,4,5,6,2,10
individual,P06,P06,arousal,eeg,svm,all,5,0,11,0,12
individual,P07,P07,arousal,eeg,svm,all,1,21,0,3,0
individual,P07,P07,arousal,eeg,svm,all,2,21,0,3,0
individual,P07,P07,arousal,eeg,svm,all,3,18,3,3,0
individual,P07,P07,arousal,eeg,svm,all,4,20,0,4,0
individual,P07,P07,arousal,eeg,svm,all,5,20,0,4,0
individual,P08,P08,arousal,eeg,svm,all,1,4,7,7,4
individual,P08,P08,arousal,eeg,svm,all,2,4,7,2,9
individual,P08,P08,arousal,eeg,svm,all,3,4,7,6,5
individual,P08,P08,arousal,eeg,svm,all,4,5,6,5,6
individual,P08,P08,arousal,eeg,svm,all,5,8,2,7,4
individual,P09,P09,arousal,eeg,svm,all,1,4,4,5,10
individual,P09,P09,arousal,eeg,svm,all,2,3,4,5,11
individual,P09,P09,arousal,eeg,svm,all,3,0,7,0,16
individual,P09,P09,arousal,eeg,svm,all,4,1,6,3,13
individual,P09,P09,arousal,eeg,svm,all,5,2,5,1,15
individual,P12,P12,arousal,eeg,svm,all,1,0,1,0,29
individual,P12,P12,arousal,eeg,svm,all,2,0,1,0,29
individual,P12,P12,arousal,eeg,svm,all,3,0,1,0,29
individual,P12,P12,arousal,eeg,svm,all,4,0,1,0,29
individual,P13,P13,arousal,eeg,svm,all,1,5,5,4,4
individual,P13,P13,arousal,eeg,svm,all,2,5,5,3,5
individual,P13,P13,arousal,eeg,svm,all,3,7,3,4,4
individual,P13,P13,arousal,eeg,svm,all,4,9,0,8,0
individual,P13,P13,arousal,eeg,svm,all,5,9,0,8,0
individual,P21,P21,arousal,eeg,svm,all,1,7,7,9,0
individual,P21,P21,arousal,eeg,svm,all,2,8,5,7,2
individual,P21,P21,arousal,eeg,svm,all,3,9,4,7,2
individual,P21,P21,arousal,eeg,svm,all,4,8,5,4,5
individual,P21,P21,arousal,eeg,svm,all,5,14,0,8,0
individual,P28,P28,arousal,eeg,svm,all,1,1,5,1,15
individual,P28,P28,arousal,eeg,svm,all,2,2,4,3,13
individual,P28,P28,arousal,eeg,svm,all,3,0,6,2,14
individual,P28,P28,arousal,eeg,svm,all,4,0,7,3,12
individual,P28,P28,arousal,eeg,svm,all,5,0,7,1,14
individual,P29,P29,arousal,eeg,svm,all,1,3,5,5,9
individual,P29,P29,arousal,eeg,svm,all,2,0,8,0,14
individual,P29,P29,arousal,eeg,svm,all,3,1,6,3,12
individual,P29,P29,arousal,eeg,svm,all,4,2,5,8,7
individual,P29,P29,arousal,eeg,svm,all,5,0,7,0,15
individual,P31,P31,arousal,eeg,svm,all,1,9,4,6,5
individual,P31,P31,arousal,eeg,svm,all,2,12,0,11,0
individual,P31,P31,arousal,eeg,svm,all,3,12,0,11,0
individual,P31,P31,arousal,eeg,svm,all,4,12,0,11,0
individual,P31,P31,arousal,eeg,svm,all,5,5,7,5,6
individual,P35,P35,arousal,eeg,svm,all,1,3,4,4,12
individual,P35,P35,arousal,eeg,svm,all,2,2,5,7,9
individual,P35,P35,arousal,eeg,svm,all,3,3,4,6,10
individual,P35,P35,arousal,eeg,svm,all,4,4,4,3,12
individual,P35,P35,arousal,eeg,svm,all,5,2,5,6,9
individual,P36,P36,arousal,eeg,svm,all,1,2,2,1,16
individual,P36,P36,arousal,eeg,svm,all,2,4,1,4,12
individual,P36,P36,arousal,eeg,svm,all,3,3,1,5,11
individual,P36,P36,arousal,eeg,svm,all,4,0,4,0,16
individual,P36,P36,arousal,eeg,svm,all,5,0,4,5,11
individual,P37,P37,arousal,eeg,svm,all,1,0,4,0,18
individual,P37,P37,arousal,eeg,svm,all,2,1,3,3,15
individual,P37,P37,arousal,eeg,svm,all,3,0,4,0,18
individual,P37,P37,arousal,eeg,svm,all,4,1,3,3,14
individual,P37,P37,arousal,eeg,svm,all,5,0,3,0,18
individual,P01,P01,arousal,eeg,svm,5,1,1,8,6,8
individual,P01,P01,arousal,eeg,svm,5,2,0,9,0,14
individual,P01,P01,arousal,eeg,svm,5,3,0,9,0,13
individual,P01,P01,arousal,eeg,svm,5,4,0,9,0,13
individual,P01,P01,arousal,eeg,svm,5,5,2,7,0,13
individual,P02,P02,arousal,eeg,svm,5,1,1,7,3,10
individual,P02,P02,arousal,eeg,svm,5,2,0,8,0,12
individual,P02,P02,arousal,eeg,svm,5,3,0,8,0,12
individual,P02,P02,arousal,eeg,svm,5,4,2,6,2,10
individual,P02,P02,arousal,eeg,svm,5,5,1,7,6,6
individual,P03,P03,arousal,eeg,svm,5,1,6,0,5,0
individual,P03,P03,arousal,eeg,svm,5,2,5,1,4,1
individual,P03,P03,arousal,eeg,svm,5,3,6,0,4,1
individual,P03,P03,arousal,eeg,svm,5,4,1,5,1,3
individual,P03,P03,arousal,eeg,svm,5,5,4,2,4,0
individual,P04,P04,arousal,eeg,svm,5,1,0,8,0,13
individual,P04,P04,arousal,eeg,svm,5,2,2,5,8,5
individual,P04,P04,arousal,eeg,svm,5,3,2,6,6,6
individual,P04,P04,arousal,eeg,svm,5,4,1,7,2,10
individual,P04,P04,arousal,eeg,svm,5,5,3,5,3,9
individual,P05,P05,arousal,eeg,svm,5,1,2,7,3,11
individual,P05,P05,arousal,eeg,svm,5,2,2,7,3,11
individual,P05,P05,arousal,eeg,svm,5,3,0,9,0,14
individual,P05,P05,arousal,eeg,svm,5,4,2,7,3,11
individual,P05,P05,arousal,eeg,svm,5,5,4,5,2,12
individual,P06,P06,arousal,eeg,svm,5,1,2,8,5,8
individual,P06,P06,arousal,eeg,svm,5,2,2,8,3,10
individual,P06,P06,arousal,eeg,svm,5,3,0,10,0,13
individual,P06,P06,arousal,eeg,svm,5,4,4,7,5,7
individual,P06,P06,arousal,eeg,svm,5,5,3,8,2,10
individual,P07,P07,arousal,eeg,svm,5,1,21,0,3,0
individual,P07,P07,arousal,eeg,svm,5,2,21,0,3,0
individual,P07,P07,arousal,eeg,svm,5,3,20,1,3,0
individual,P07,P07,arousal,eeg,svm,5,4,20,0,4,0
individual,P07,P07,arousal,eeg,svm,5,5,20,0,4,0
individual,P08,P08,arousal,eeg,svm,5,1,3,8,1,10
individual,P08,P08,arousal,eeg,svm,5,2,8,3,4,7
individual,P08,P08,arousal,eeg,svm,5,3,6,5,5,6
individual,P08,P08,arousal,eeg,svm,5,4,5,6,5,6
individual,P08,P08,arousal,eeg,svm,5,5,6,4,4,7
individual,P09,P09,arousal,eeg,svm,5,1,1,7,1,14
individual,P09,P09,arousal,eeg,svm,5,2,2,5,0,16
individual,P09,P09,arousal,eeg,svm,5,3,2,5,0,16
individual,P09,P09,arousal,eeg,svm,5,4,1,6,1,15
individual,P09,P09,arousal,eeg,svm,5,5,3,4,2,14
individual,P12,P12,arousal,eeg,svm,5,1,0,1,0,29
individual,P12,P12,arousal,eeg,svm,5,2,0,1,0,29
individual,P12,P12,arousal,eeg,svm,5,3,0,1,0,29
individual,P12,P12,arousal,eeg,svm,5,4,0,1,0,29
individual,P13,P13,arousal,eeg,svm,5,1,6,4,4,4
individual,P13,P13,arousal,eeg,svm,5,2,3,7,2,6
individual,P13,P13,arousal,eeg,svm,5,3,3,7,4,4
individual,P13,P13,arousal,eeg,svm,5,4,3,6,4,4
individual,P13,P13,arousal,eeg,svm,5,5,7,2,6,2
individual,P21,P21,arousal,eeg,svm,5,1,11,3,7,2
individual,P21,P21,arousal,eeg,svm,5,2,10,3,6,3
individual,P21,P21,arousal,eeg,svm,5,3,9,4,4,5
individual,P21,P21,arousal,eeg,svm,5,4,9,4,8,1
individual,P21,P21,arousal,eeg,svm,5,5,14,0,7,1
individual,P28,P28,arousal,eeg,svm,5,1,0,6,3,13
individual,P28,P28,arousal,eeg,svm,5,2,1,5,1,15
individual,P28,P28,arousal,eeg,svm,5,3,0,6,0,16
individual,P28,P28,arousal,eeg,svm,5,4,0,7,1,14
individual,P28,P28,arousal,eeg,svm,5,5,0,7,4,11
individual,P29,P29,arousal,eeg,svm,5,1,2,6,3,11
individual,P29,P29,arousal,eeg,svm,5,2,2,6,4,10
individual,P29,P29,arousal,eeg,svm,5,3,1,6,4,11
individual,P29,P29,arousal,eeg,svm,5,4,0,7,0,15
individual,P29,P29,arousal,eeg,svm,5,5,0,7,0,15
individual,P31,P31,arousal,eeg,svm,5,1,3,10,3,8
individual,P31,P31,arousal,eeg,svm,5,2,12,0,11,0
individual,P31,P31,arousal,eeg,svm,5,3,12,0,11,0
individual,P31,P31,arousal,eeg,svm,5,4,12,0,11,0
individual,P31,P31,arousal,eeg,svm,5,5,12,0,11,0
individual,P35,P35,arousal,eeg,svm,5,1,3,4,3,13
individual,P35,P35,arousal,eeg,svm,5,2,2,5,2,14
individual,P35,P35,arousal,eeg,svm,5,3,2,5,3,13
individual,P35,P35,arousal,eeg,svm,5,4,2,6,1,14
individual,P35,P35,arousal,eeg,svm,5,5,0,7,5,10
individual,P36,P36,arousal,eeg,svm,5,1,1,3,0,17
individual,P36,P36,arousal,eeg,svm,5,2,1,4,0,16
individual,P36,P36,arousal,eeg,svm,5,3,0,4,2,14
individual,P36,P36,arousal,eeg,svm,5,4,1,3,1,15
individual,P36,P36,arousal,eeg,svm,5,5,1,3,0,16
individual,P37,P37,arousal,eeg,svm,5,1,0,4,0,18
individual,P37,P37,arousal,eeg,svm,5,2,1,3,0,18
individual,P37,P37,arousal,eeg,svm,5,3,0,4,2,16
individual,P37,P37,arousal,eeg,svm,5,4,0,4,0,17
individual,P37,P37,arousal,eeg,svm,5,5,0,3,0,18
individual,P01,P01,arousal,eeg,svm,10,1,1,8,6,8
individual,P01,P01,arousal,eeg,svm,10,2,2,7,2,12
individual,P01,P01,arousal,eeg,svm,10,3,2,7,8,5
individual,P01,P01,arousal,eeg,svm,10,4,0,9,0,13
individual,P01,P01,arousal,eeg,svm,10,5,3,6,2,11
individual,P02,P02,arousal,eeg,svm,10,1,1,7,2,11
individual,P02,P02,arousal,eeg,svm,10,2,0,8,1,11
individual,P02,P02,arousal,eeg,svm,10,3,0,8,0,12
individual,P02,P02,arousal,eeg,svm,10,4,0,8,0,12
individual,P02,P02,arousal,eeg,svm,10,5,2,6,5,7
individual,P03,P03,arousal,eeg,svm,10,1,6,0,5,0
individual,P03,P03,arousal,eeg,svm,10,2,4,2,4,1
individual,P03,P03,arousal,eeg,svm,10,3,6,0,5,0
individual,P03,P03,arousal,eeg,svm,10,4,6,0,4,0
individual,P03,P03,arousal,eeg,svm,10,5,4,2,3,1
individual,P04,P04,arousal,eeg,svm,10,1,0,8,0,13
individual,P04,P04,arousal,eeg,svm,10,2,2,5,4,9
individual,P04,P04,arousal,eeg,svm,10,3,0,8,0,12
individual,P04,P04,arousal,eeg,svm,10,4,2,6,4,8
individual,P04,P04,arousal,eeg,svm,10,5,6,2,4,8
individual,P05,P05,arousal,eeg,svm,10,1,6,3,4,10
individual,P05,P05,arousal,eeg,svm,10,2,0,9,3,11
individual,P05,P05,arousal,eeg,svm,10,3,5,4,5,9
individual,P05,P05,arousal,eeg,svm,10,4,5,4,7,7
individual,P05,P05,arousal,eeg,svm,10,5,4,5,5,9
individual,P06,P06,arousal,eeg,svm,10,1,6,4,6,7
individual,P06,P06,arousal,eeg,svm,10,2,1,9,4,9
individual,P06,P06,arousal,eeg,svm,10,3,4,6,3,10
individual,P06,P06,arousal,eeg,svm,10,4,4,7,3,9
individual,P06,P06,arousal,eeg,svm,10,5,4,7,2,10
individual,P07,P07,arousal,eeg,svm,10,1,21,0,3,0
individual,P07,P07,arousal,eeg,svm,10,2,17,4,3,0
individual,P07,P07,arousal,eeg,svm,10,3,17,4,3,0
individual,P07,P07,arousal,eeg,svm,10,4,20,0,4,0
individual,P07,P07,arousal,eeg,svm,10,5,18,2,4,0
individual,P08,P08,arousal,eeg,svm,10,1,7,4,6,5
individual,P08,P08,arousal,eeg,svm,10,2,6,5,4,7
individual,P08,P08,arousal,eeg,svm,10,3,4,7,3,8
individual,P08,P08,arousal,eeg,svm,10,4,6,5,8,3
individual,P08,P08,arousal,eeg,svm,10,5,6,4,4,7
individual,P09,P09,arousal,eeg,svm,10,1,1,7,1,14
individual,P09,P09,arousal,eeg,svm,10,2,2,5,3,13
individual,P09,P09,arousal,eeg,svm,10,3,2,5,0,16
individual,P09,P09,arousal,eeg,svm,10,4,1,6,1,15
individual,P09,P09,arousal,eeg,svm,10,5,2,5,0,16
individual,P12,P12,arousal,eeg,svm,10,1,0,1,0,29
individual,P12,P12,arousal,eeg,svm,10,2,0,1,0,29
individual,P12,P12,arousal,eeg,svm,10,3,0,1,0,29
individual,P12,P12,arousal,eeg,svm,10,4,0,1,0,29
individual,P13,P13,arousal,eeg,svm,10,1,8,2,5,3
individual,P13,P13,arousal,eeg,svm,10,2,4,6,4,4
individual,P13,P13,arousal,eeg,svm,10,3,7,3,4,4
individual,P13,P13,arousal,eeg,svm,10,4,6,3,3,5
individual,P13,P13,arousal,eeg,svm,10,5,9,0,5,3
individual,P21,P21,arousal,eeg,svm,10,1,8,6,6,3
individual,P21,P21,arousal,eeg,svm,10,2,9,4,5,4
individual,P21,P21,arousal,eeg,svm,10,3,9,4,6,3
individual,P21,P21,arousal,eeg,svm,10,4,8,5,5,4
individual,P21,P21,arousal,eeg,svm,10,5,14,0,8,0
individual,P28,P28,arousal,eeg,svm,10,1,1,5,3,13
individual,P28,P28,arousal,eeg,svm,10,2,3,3,7,9
individual,P28,P28,arousal,eeg,svm,10,3,0,6,2,14
individual,P28,P28,arousal,eeg,svm,10,4,0,7,7,8
individual,P28,P28,arousal,eeg,svm,10,5,2,5,4,11
individual,P29,P29,arousal,eeg,svm,10,1,3,5,5,9
individual,P29,P29,arousal,eeg,svm,10,2,1,7,4,10
individual,P29,P29,arousal,eeg,svm,10,3,0,7,0,15
individual,P29,P29,arousal,eeg,svm,10,4,0,7,0,15
individual,P29,P29,arousal,eeg,svm,10,5,1,6,1,14
individual,P31,P31,arousal,eeg,svm,10,1,5,8,4,7
individual,P31,P31,arousal,eeg,svm,10,2,12,0,11,0
individual,P31,P31,arousal,eeg,svm,10,3,12,0,11,0
individual,P31,P31,arousal,eeg,svm,10,4,12,0,11,0
individual,P31,P31,arousal,eeg,svm,10,5,4,8,3,8
individual,P35,P35,arousal,eeg,svm,10,1,2,5,3,13
individual,P35,P35,arousal,eeg,svm,10,2,5,2,5,11
individual,P35,P35,arousal,eeg,svm,10,3,2,5,3,13
individual,P35,P35,arousal,eeg,svm,10,4,2,6,4,11
individual,P35,P35,arousal,eeg,svm,10,5,2,5,6,9
individual,P36,P36,arousal,eeg,svm,10,1,0,4,2,15
individual,P36,P36,arousal,eeg,svm,10,2,2,3,1,15
individual,P36,P36,arousal,eeg,svm,10,3,1,3,2,14
individual,P36,P36,arousal,eeg,svm,10,4,1,3,1,15
individual,P36,P36,arousal,eeg,svm,10,5,0,4,0,16
individual,P37,P37,arousal,eeg,svm,10,1,0,4,0,18
individual,P37,P37,arousal,eeg,svm,10,2,0,4,0,18
individual,P37,P37,arousal,eeg,svm,10,3,0,4,4,14
individual,P37,P37,arousal,eeg,svm,10,4,0,4,2,15
individual,P37,P37,arousal,eeg,svm,10,5,0,3,0,18
individual,P01,P01,arousal,eeg,svm,20,1,3,6,7,7
individual,P01,P01,arousal,eeg,svm,20,2,0,9,0,14
individual,P01,P01,arousal,eeg,svm,20,3,5,4,3,10
individual,P01,P01,arousal,eeg,svm,20,4,0,9,0,13
individual,P01,P01,arousal,eeg,svm,20,5,4,5,2,11
individual,P02,P02,arousal,eeg,svm,20,1,2,6,3,10
individual,P02,P02,arousal,eeg,svm,20,2,0,8,0,12
individual,P02,P02,arousal,eeg,svm,20,3,3,5,3,9
individual,P02,P02,arousal,eeg,svm,20,4,2,6,0,12
individual,P02,P02,arousal,eeg,svm,20,5,1,7,6,6
individual,P03,P03,arousal,eeg,svm,20,1,6,0,4,1
individual,P03,P03,arousal,eeg,svm,20,2,4,2,3,2
individual,P03,P03,arousal,eeg,svm,20,3,6,0,5,0
individual,P03,P03,arousal,eeg,svm,20,4,4,2,2,2
individual,P03,P03,arousal,eeg,svm,20,5,4,2,3,1
individual,P04,P04,arousal,eeg,svm,20,1,4,4,2,11
individual,P04,P04,arousal,eeg,svm,20,2,2,5,5,8
individual,P04,P04,arousal,eeg,svm,20,3,3,5,6,6
individual,P04,P04,arousal,eeg,svm,20,4,2,6,5,7
individual,P04,P04,arousal,eeg,svm,20,5,0,8,0,12
individual,P05,P05,arousal,eeg,svm,20,1,4,5,4,10
individual,P05,P05,arousal,eeg,svm,20,2,1,8,4,10
individual,P05,P05,arousal,eeg,svm,20,3,4,5,2,12
individual,P05,P05,arousal,eeg,svm,20,4,8,1,6,8
individual,P05,P05,arousal,eeg,svm,20,5,3,6,5,9
individual,P06,P06,arousal,eeg,svm,20,1,6,4,3,10
individual,P06,P06,arousal,eeg,svm,20,2,2,8,6,7
individual,P06,P06,arousal,eeg,svm,20,3,6,4,4,9
individual,P06,P06,arousal,eeg,svm,20,4,7,4,8,4
individual,P06,P06,arousal,eeg,svm,20,5,3,8,2,10
individual,P07,P07,arousal,eeg,svm,20,1,21,0,3,0
individual,P07,P07,arousal,eeg,svm,20,2,16,5,3,0
individual,P07,P07,arousal,eeg,svm,20,3,19,2,3,0
individual,P07,P07,arousal,eeg,svm,20,4,20,0,4,0
individual,P07,P07,arousal,eeg,svm,20,5,18,2,4,0
individual,P08,P08,arousal,eeg,svm,20,1,0,11,0,11
individual,P08,P08,arousal,eeg,svm,20,2,0,11,0,11
individual,P08,P08,arousal,eeg,svm,20,3,5,6,6,5
individual,P08,P08,arousal,eeg,svm,20,4,7,4,6,5
individual,P08,P08,arousal,eeg,svm,20,5,7,3,4,7
individual,P09,P09,arousal,eeg,svm,20,1,4,4,6,9
individual,P09,P09,arousal,eeg,svm,20,2,3,4,6,10
individual,P09,P09,arousal,eeg,svm,20,3,3,4,0,16
individual,P09,P09,arousal,eeg,svm,20,4,1,6,1,15
individual,P09,P09,arousal,eeg,svm,20,5,3,4,4,12
individual,P12,P12,arousal,eeg,svm,20,1,0,1,1,28
individual,P12,P12,arousal,eeg,svm,20,2,0,1,0,29
individual,P12,P12,arousal,eeg,svm,20,3,0,1,0,29
individual,P12,P12,arousal,eeg,svm,20,4,0,1,0,29
individual,P13,P13,arousal,eeg,svm,20,1,7,3,4,4
individual,P13,P13,arousal,eeg,svm,20,2,2,8,3,5
individual,P13,P13,arousal,eeg,svm,20,3,6,4,6,2
individual,P13,P13,arousal,eeg,svm,20,4,6,3,1,7
individual,P13,P13,arousal,eeg,svm,20,5,9,0,6,2
individual,P21,P21,arousal,eeg,svm,20,1,11,3,6,3
individual,P21,P21,arousal,eeg,svm,20,2,9,4,5,4
individual,P21,P21,arousal,eeg,svm,20,3,9,4,5,4
individual,P21,P21,arousal,eeg,svm,20,4,8,5,6,3
individual,P21,P21,arousal,eeg,svm,20,5,11,3,4,4
individual,P28,P28,arousal,eeg,svm,20,1,1,5,2,14
individual,P28,P28,arousal,eeg,svm,20,2,2,4,5,11
individual,P28,P28,arousal,eeg,svm,20,3,2,4,2,14
individual,P28,P28,arousal,eeg,svm,20,4,0,7,3,12
individual,P28,P28,arousal,eeg,svm,20,5,2,5,2,13
individual,P29,P29,arousal,eeg,svm,20,1,4,4,5,9
individual,P29,P29,arousal,eeg,svm,20,2,5,3,3,11
individual,P29,P29,arousal,eeg,svm,20,3,0,7,0,15
individual,P29,P29,arousal,eeg,svm,20,4,0,7,2,13
individual,P29,P29,arousal,eeg,svm,20,5,1,6,2,13
individual,P31,P31,arousal,eeg,svm,20,1,6,7,6,5
individual,P31,P31,arousal,eeg,svm,20,2,12,0,11,0
individual,P31,P31,arousal,eeg,svm,20,3,12,0,11,0
individual,P31,P31,arousal,eeg,svm,20,4,12,0,11,0
individual,P31,P31,arousal,eeg,svm,20,5,5,7,3,8
individual,P35,P35,arousal,eeg,svm,20,1,2,5,4,12
individual,P35,P35,arousal,eeg,svm,20,2,0,7,5,11
individual,P35,P35,arousal,eeg,svm,20,3,2,5,3,13
individual,P35,P35,arousal,eeg,svm,20,4,4,4,3,12
individual,P35,P35,arousal,eeg,svm,20,5,1,6,4,11
individual,P36,P36,arousal,eeg,svm,20,1,0,4,0,17
individual,P36,P36,arousal,eeg,svm,20,2,2,3,1,15
individual,P36,P36,arousal,eeg,svm,20,3,0,4,2,14
individual,P36,P36,arousal,eeg,svm,20,4,1,3,1,15
individual,P36,P36,arousal,eeg,svm,20,5,0,4,3,13
individual,P37,P37,arousal,eeg,svm,20,1,1,3,7,11
individual,P37,P37,arousal,eeg,svm,20,2,0,4,2,16
individual,P37,P37,arousal,eeg,svm,20,3,2,2,6,12
individual,P37,P37,arousal,eeg,svm,20,4,1,3,1,16
individual,P37,P37,arousal,eeg,svm,20,5,1,2,5,13
individual,P01,P01,arousal,eeg,gnb,all,1,3,6,9,5
individual,P01,P01,arousal,eeg,gnb,all,2,7,2,9,5
individual,P01,P01,arousal,eeg,gnb,all,3,4,5,5,8
individual,P01,P01,arousal,eeg,gnb,all,4,2,7,2,11
individual,P01,P01,arousal,eeg,gnb,all,5,2,7,2,11
individual,P02,P02,arousal,eeg,gnb,all,1,4,4,4,9
individual,P02,P02,arousal,eeg,gnb,all,2,2,6,3,9
individual,P02,P02,arousal,eeg,gnb,all,3,6,2,8,4
individual,P02,P02,arousal,eeg,gnb,all,4,4,4,8,4
individual,P02,P02,arousal,eeg,gnb,all,5,5,3,9,3
individual,P03,P03,arousal,eeg,gnb,all,1,5,1,4,1
individual,P03,P03,arousal,eeg,gnb,all,2,5,1,5,0
individual,P03,P03,arousal,eeg,gnb,all,3,3,3,2,3
individual,P03,P03,arousal,eeg,gnb,all,4,6,0,2,2
individual,P03,P03,arousal,eeg,gnb,all,5,5,1,3,1
individual,P04,P04,arousal,eeg,gnb,all,1,7,1,8,5
individual,P04,P04,arousal,eeg,gnb,all,2,4,3,8,5
individual,P04,P04,arousal,eeg,gnb,all,3,4,4,5,7
individual,P04,P04,arousal,eeg,gnb,all,4,5,3,5,7
individual,P04,P04,arousal,eeg,gnb,all,5,4,4,6,6
individual,P05,P05,arousal,eeg,gnb,all,1,3,6,7,7
individual,P05,P05,arousal,eeg,gnb,all,2,1,8,3,11
individual,P05,P05,arousal,eeg,gnb,all,3,3,6,6,8
individual,P05,P05,arousal,eeg,gnb,all,4,6,3,2,12
individual,P05,P05,arousal,eeg,gnb,all,5,2,7,6,8
individual,P06,P06,arousal,eeg,gnb,all,1,4,6,3,10
individual,P06,P06,arousal,eeg,gnb,all,2,3,7,7,6
individual,P06,P06,arousal,eeg,gnb,all,3,2,8,0,13
individual,P06,P06,arousal,eeg,gnb,all,4,4,7,1,11
individual,P06,P06,arousal,eeg,gnb,all,5,6,5,2,10
individual,P07,P07,arousal,eeg,gnb,all,1,13,8,1,2
individual,P07,P07,arousal,eeg,gnb,all,2,10,11,2,1
individual,P07,P07,arousal,eeg,gnb,all,3,9,12,3,0
individual,P07,P07,arousal,eeg,gnb,all,4,15,5,1,3
individual,P07,P07,arousal,eeg,gnb,all,5,15,5,3,1
individual,P08,P08,arousal,eeg,gnb,all,1,6,5,6,5
individual,P08,P08,arousal,eeg,gnb,all,2,5,6,3,8
individual,P08,P08,arousal,eeg,gnb,all,3,4,7,7,4
individual,P08,P08,arousal,eeg,gnb,all,4,7,4,5,6
individual,P08,P08,arousal,eeg,gnb,all,5,6,4,4,7
individual,P09,P09,arousal,eeg,gnb,all,1,3,5,6,9
individual,P09,P09,arousal,eeg,gnb,all,2,3,4,4,12
individual,P09,P09,arousal,eeg,gnb,all,3,4,3,1,15
individual,P09,P09,arousal,eeg,gnb,all,4,1,6,2,14
individual,P09,P09,arousal,eeg,gnb,all,5,3,4,1,15
individual,P12,P12,arousal,eeg,gnb,all,1,0,1,0,29
individual,P12,P12,arousal,eeg,gnb,all,2,0,1,0,29
individual,P12,P12,arousal,eeg,gnb,all,3,0,1,0,29
individual,P12,P12,arousal,eeg,gnb,all,4,0,1,0,29
individual,P13,P13,arousal,eeg,gnb,all,1,7,3,4,4
individual,P13,P13,arousal,eeg,gnb,all,2,2,8,5,3
individual,P13,P13,arousal,eeg,gnb,all,3,3,7,3,5
individual,P13,P13,arousal,eeg,gnb,all,4,5,4,3,5
individual,P13,P13,arousal,eeg,gnb,all,5,5,4,7,1
individual,P21,P21,arousal,eeg,gnb,all,1,7,7,7,2
individual,P21,P21,arousal,eeg,gnb,all,2,12,1,8,1
individual,P21,P21,arousal,eeg,gnb,all,3,9,4,4,5
individual,P21,P21,arousal,eeg,gnb,all,4,10,3,7,2
individual,P21,P21,arousal,eeg,gnb,all,5,11,3,6,2
individual,P28,P28,arousal,eeg,gnb,all,1,2,4,5,11
individual,P28,P28,arousal,eeg,gnb,all,2,2,4,4,12
individual,P28,P28,arousal,eeg,gnb,all,3,0,6,4,12
individual,P28,P28,arousal,eeg,gnb,all,4,3,4,5,10
individual,P28,P28,arousal,eeg,gnb,all,5,1,6,2,13
